job_title,company,company_rating,location,job_text,date
Data Analyst Supporting the DEA,Forfeiture Support Associates,3.7 out of 5 from 123 employee ratings,"Arlington, VA 22202","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Receives, gathers, analyzes, and organizes information from multiple sources.', 'Ensures completeness of received information and reconciles inconsistencies.', 'Accurately enters required data into one or more databases, documents, or spreadsheets.', 'Establishes and maintains physical files.', 'Keeps track of case file status in order to ensure compliance with established deadlines.', 'Coordinates requests for additional information as needed.', 'Selects relevant information from a variety of sources in order to prepare documents, reports, summaries, and replies to inquiries, ensuring accuracy and proper format of the information provided.', 'Performs word processing relevant to case.', 'Provides accurate and timely status updates.', 'Performs other duties as assigned.', 'High School diploma or GED, Undergraduate degree preferred', 'Ability to grasp and understand the organization and functions of the customer', 'Meticulous data entry skills', 'Excellent communication skills; oral and written', 'Competence to review, interpret, and evaluate complex legal and non-legal documents', 'Attention to detail and the ability to read and follow directions is extremely important', 'Strong organizational and prioritization skills', 'Experience with the Microsoft Office suite of applications (Excel, PowerPoint, Word) and other common software applications, to include databases, intermediate skills preferred', 'Proven commitment and competence to provide excellent customer service; positive and flexible', 'Ability to work in a team environment and maintain a professional disposition']",2020-12-08 14:32:12
Data Analyst,Storyblocks,N/A,"Arlington County, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'work with your squad lead to ask and answer important questions that drive value for our business by improving our understanding of our customers and product', ""set up reporting to measure your squad's performance while also using your expertise to inform which metrics to track"", ""use data to identify and own high-value problem spaces within your squad's purview"", 'work with your squad lead to drive iterative development, creating experiments to test hypotheses, analyzing the results, and building on the knowledge gained', 'estimate impact to inform prioritization decisions and tradeoffs', 'develop and maintain data-driven reporting and dashboards', 'extract, clean, transform, and visualize data to inform business decisions', 'break down and solve difficult problems with data', 'use both databases and distributed computing technologies to manipulate data', 'perform statistical analyses to determine significance and help stakeholders make decisions', '0 - 2 years of hands-on analytics experience manipulating large, complex data sets', 'Expertise in data manipulation, ideally using at least one of SQL, Python, or R', 'Experience with data visualization or dashboarding', 'Experience with executive-level reporting a plus', 'Ability to make tradeoffs between effort and return, automating tasks when appropriate', 'Strong analytical and critical thinking skills', 'Comfort breaking down and attacking open ended problems', 'Familiarity with A/B Testing and statistical techniques a plus', 'Team player that can collaborate and communicate with people across all levels and functions', ""Competitive and fair compensation: We believe in fair pay-equal pay for equal work. For each title, we have consistently applied competitive salary bands based on market data and benchmarks. What you've been paid before, fear of conflict, or willingness to negotiate does not play a part."", 'Company-paid medical: Our medical, dental and vision premiums are covered 100% for you and your dependents.', 'Paid parental leave: Welcoming new family members is exciting, but it can also be challenging. We offer twelve weeks paid leave for primary caregivers and four weeks for secondary caregivers. We have a dedicated private nursing room available to new mothers.', ""Unlimited vacation: At Storyblocks we take vacation seriously. That means take the time off when you need it. Don't worry about tracking hours or accounting for partial days. Typically employees take about three or four weeks each year."", 'Flexible work-from-home options: Much of our workflow is online, and for meetings, we have dedicated video-conferencing setups. As long as you deliver results, you are welcome to get your work done outside of the office or during unusual times when desired.', 'Company-sponsored mentorship and growth: We have a formal mentorship program that involves regular career and growth conversations. ""360-degree"" feedback is collected twice a year and synthesized into actionable, peer-reviewed, performance reviews. We happily foot the bill for conferences and online courses that will add value to the organization. We encourage attending meetups and are happy to host them as well.', 'Casual Work Environment: Sure we all get dressed up once in a while, but in general we want you to be comfortable at the office – whatever that means to you (flip-flops, shorts, jeans, etc.).', 'Fully stocked kitchen: Everyone gets input on the food and drinks we stock in our shared refrigerators and snack room. We have multiple mechanisms for making coffee and cold-brew kegs are often on tap.', 'Dogs in the office: We love dogs and we will probably love your dog too. With help from a calendar, we allow employees to bring in their dogs to help guide us through the day.']",2020-12-08 14:32:12
Data Analyst,Stafford County Public Schools,4 out of 5 from 115 employee ratings,"Stafford, VA 22554","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', '401(k)', 'Dental insurance', 'Health insurance', 'Life insurance', 'Paid time off', 'Retirement plan', 'Tuition reimbursement', 'Vision insurance', 'Monday to Friday', 'One location', 'Dependable -- more reliable than spontaneous', 'https://munisselfservice.staffordschools.net/MSS/employmentopportunities/default.aspx']",2020-12-08 14:32:12
Jr. Business Data Analyst,"WebFX, Inc.",4.7 out of 5 from 53 employee ratings,"Harrisburg, PA 17102","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Gather and analyze campaign data', 'Consult with clients about their business goals and propose solutions and strategies that meet their needs', 'Analyze competitors’ websites and online marketing initiatives', 'Perform industry analysis and forecasting of trends', 'Interpret web analytics, demographic data, market research, and buyer behaviors', 'Optimizing client websites for search engines (on-page SEO)', 'Create and manage all aspects of SEO, PPC, and paid search ad campaigns for clients', 'Manage email marketing, website analysis and online advertising programs', 'Prepare monthly digital marketing campaign reports', 'Correct technical issues on the backend of website', 'Perform A/B, website usability, and website conversion rate testing', 'Responsible for driving client success on the web']",2020-12-08 14:32:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Bachelor's (Preferred)"", 'Provide technical and analytical support on issues related to information reporting systems.', 'Support in planning, designing, and development of business processes', 'Work with the Development Team in the development of new functionality', 'Building tools that support data mining and reporting to generate analytical support for strategic initiatives and finance.', 'Develop test cases, test plans and manually testing software applications. Assists in the development and implementation of quality test strategies and methods', 'Analyze requirements and document and research components of solutions', 'Should be a good leader with excellent management skills', 'Bachelors or Master’s Degree', '0-1 Years Of experience', 'Strong analytical skills, work ethic, independence, problem solving ability, effective communication skills, and over-all positive attitude.', 'Excellent oral and written communication skills', 'Monday to Friday', ""Bachelor's (Preferred)"", 'One location', 'Yes, temporarily due to COVID-19']",2020-12-08 14:32:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
Entry Level Business Analyst,Dhatronictech,N/A,"Washington, DC",[],2020-12-08 14:33:12
