job_title,company,company_rating,location,job_text,date
Data Engineer,Axios,3.9 out of 5 from 13 employee ratings,Virginia,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Develop and maintain developer tooling to support pyspark data pipelines', 'Implement processes and systems to monitor data quality, ensuring production data is accurate and available for key stakeholders and business processes that depend on it', 'Develop and maintain data platform components including: data producers and consumers, pipeline architecture, data lake, data warehouse, and Business Intelligence tooling', 'Collaborate closely with fellow data team members as well as tech and product teams and company leaders', 'Support continuing increases in data velocity, volume, and complexity', 'Write unit/integration tests and document work', 'Perform data analysis required to troubleshoot data related issues and assist in the resolution of data issues', 'Experience with or knowledge of Agile Software Development methodologies', 'Excellent problem solving and troubleshooting skills', 'Strong SQL and Python development experience', 'Proven experience with schema design and dimensional data modeling', 'Practical experience with SQL and NoSQL databases', 'Practical experience supporting Business Intelligence tooling and third-party systems', 'Experience designing, building, and maintaining data processing systems', 'Experience working with MapReduce and Spark clusters', 'Experience detecting and reporting data quality issues', 'Familiarity with Docker, CI/CD (such as Jenkins/Circle), AWS', 'Experience building data visualizations and dashboards is preferred', 'Competitive salary', 'Health insurance (100% paid for individuals, 75% for families)', 'Primary caregiver 12-week paid leave', '401K', 'Generous vacation policy, plus company holidays', 'Company equity', 'Commuter and cell phone benefit', 'A commitment to an open, inclusive, and diverse work culture', 'Annual learning and development stipend', 'One mental health day per quarter', '$100 monthly work-from-home stipend', 'Tele-mental health services', 'OneMedical membership, including tele-health services', 'Increased work flexibility for parents and caretakers', 'Access to the Axios ""Family Fund"", which was created to allow employees to request financial support when facing financial hardship or emergencies', 'Weekly company-sponsored exercise and meditation classes', 'Virtual company-sponsored social events']",2021-01-05 09:00:44
Data Engineer,Higher Logic,3.1 out of 5 from 16 employee ratings,"Arlington County, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Review and understand external data exports from many different platforms in many different formats.', 'Guide customers with their input on how the data should be migrated.', 'Use SSMS import tool or write custom C# program to import data.', 'Write custom SQL scripts to prepare and migrate data.', 'Use internal tools to migrate associated files.', 'Write custom C# programs to manipulate data post-migration.', 'Write custom SQL scripts to export data for customer QA.', 'Standardize and document scripts for repeated use.', 'Review and understand customer requirements.', 'Write custom SQL queries to return required data.', 'Use SSRS to design custom report.', 'Use SSMS to create and populate a new database.', 'Use SSMS to create backup file.', 'Use internal tool to download associated files.', 'Review and understand customer requirements.', 'Write custom SQL queries to return required data.', 'Write custom C# programs to return required data.', 'Format data as desired.', 'Review and understand customer requirements.', 'Restore database from backup.', 'Write custom SQL scripts to restore data from the backup to the live database.', ""Bachelor's Degree or equivalent experience."", '2 – 5 years of experience.', 'Advanced SQL (Microsoft SQL Server).', 'Intermediate C# (Microsoft Visual Studio).', 'Familiarity with bitbucket and Jira.', 'Excellent written and verbal communication skills.', 'Excellent critical thinking skills – analytical, logical, problem solving.', 'Strong desire and willingness to learn.', 'Confidence to make recommendations and decisions.', 'Respectful, patient, reliable, collaborative.', 'Strong Project Management and organizational skills.', 'Competitive compensation.', 'Comprehensive health benefits package.', '401(k) plan with employer match.', 'Healthcare and dependent-care flexible spending account.', 'Company short-term and long-term disability insurance.', 'Company culture that recognizes its employees.', 'Room for growth and development and management that cares about your professional growth and will help you achieve your goals.', 'Significant advancement opportunities for outstanding performers.']",2021-01-05 09:00:44
Data Engineer,Applied Information Sciences,4.2 out of 5 from 19 employee ratings,"Chevy Chase, MD","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Work in a team using cutting edge technologies to solve challenging business problems and build solutions', 'Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines', 'Work in an agile environment with participation in daily stand-ups/scrum', 'Design, write, test, troubleshoot, and document data transformations', 'Learn new technologies and be aware of industry standards, best practices, and trends.', '3+ years of experience working with Scala', 'Hands on Programming experience in Scala with Spark for ETL', 'Advanced SQL skills', 'Possess Hive skills with HiveQL.', 'Experience in designing efficient and robust ETL/ELT workflows, schedulers using Oozie, and event-based triggers', 'Big Data Experience - Experience with Ab Initio, MDM, Microstrategy, Cassandra, Hadoop, Spring Cloud', 'Data Operations and Security - experience with tools like Collibra, able to establish data standards and policies', 'Proven ability to work with clients to understand requirements and envision data ingestion solutions', 'Experience with Snowflake', 'Experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)', 'Knowledge of Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)', 'Knowledge of Talend ETL', 'Microsoft related certifications such as the MCSD/MCSE', 'Smart people with a passion for technology', 'Strong technical capabilities with a consultancy mindset', 'Close involvement with local technical communities', 'A willingness to think outside of the box to provide innovative solutions to clients', 'Ability to solve challenging technical business problems', 'Self-directed professionals', 'Client Success', 'Continued Learning and Technical Excellence', 'Strong Client Relationships', 'Citizenship and Community']",2021-01-05 09:00:44
Data Engineer,stem xpert llc,N/A,Remote,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Bachelor's (Preferred)JIRA: 4 years (Preferred)"", 'Work with a team of engineers to create products that will directly affect the mission of the project', 'Develop data pipeline features to process incoming healthcare information quickly and reliably', ""Review other team members' code for correctness and quality"", 'Write automated test scripts that power a continuous delivery pipeline', 'Refactor and improve the existing code base for simplicity and clarity', 'Remove roadblocks to development through collaboration, communication, and creative solution recommendations', 'Recommend and drive development best practices and continuous integration and delivery as part of a forward-thinking, agile organization', 'Ensure that data pipelines are performant and scalable.', 'Analyze healthcare data sets and assess their quality against project standards.', 'Ensure that consumption layers and data APIs meet the needs of end users', '8 hour shift', ""Bachelor's (Preferred)"", 'JIRA: 4 years (Preferred)', 'Toad: 4 years (Preferred)', '7 - 11 months', 'Yes']",2021-01-05 09:00:44
Data Engineer,Analogiks,N/A,"Herndon, VA 20170","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Bachelor's (Preferred)SQL: 1 year (Preferred)Data Warehouse: 1 year (Preferred)US work authorization (Preferred)Top Secret (Preferred)"", 'Data background with knowledge of CKAN, Apache NiFi, Data Ontology, building/using physical and logical data models', 'MUST HAVE a Top Secret/SCI clearance', 'Experience with machine learning, with statistical modeling and time-series forecasting', 'Thorough/Working knowledge of research designs.', 'Thorough/Working knowledge of collection methods, capabilities and tasking process.', 'Familiarity with project management concepts and principles.', 'Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems.', 'Strong analytical and critical thinking skills.', 'Complete Insurance Coverage – Blue Cross Medical, Delta Dental, Vision, Life', '401(K) with Company Contribution', 'Generous Paid Time Off', '401(k)', 'Dental insurance', 'Health insurance', 'Paid time off', 'Monday to Friday', ""Bachelor's (Preferred)"", 'SQL: 1 year (Preferred)', 'Data Warehouse: 1 year (Preferred)', 'Top Secret (Preferred)', 'No']",2021-01-05 09:00:44
Data Engineer,Divi Technologies,N/A,"Washington, DC","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Python: 4 years (Required)Bachelor's (Preferred)"", 'Work closely with software engineers and architects to extract, transform, and standardize data to prepare for ingest into target sources', 'Design and develop data services and/or pipelines as part of an Agile/Scrum team', 'Support continuous process automation for data ingest', 'Work with program management and engineers to implement and document complex and evolving requirements', 'Perform multiple tasks simultaneously and successful perform under changing requirements and deadlines', 'Help cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork.', 'Must be a US Citizen', 'Must be able to obtain a Public Trust Clearance', 'BS degree in Computer Science or related IT field/equivalent experience', '5+ years of IT experience including experience in design, management, and solutioning of large, complex data sets and models.', 'Experience handling multiple tasks, changing priorities, and timely action;', 'Experience with developing data pipelines from many sources for structure and unstructured data sets in a variety of formats', 'Proficiency developing data extraction, transformation, and loading (ETL) processes, and performing test and validation steps', 'Proficiency with Python, R, and SQL languages, as well as various command line interfaces (Linux, AWS, Git Bash, etc.)', 'Proficiency with R Studio', 'Technical proficiency with various database architectures, designs, and modeling', 'Familiarity with Hive, Hadoop, Kylin, and other big data analytic tools', 'Excellent communication, and presentation skills with the demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail', 'Experience with DHS and knowledge of DHS standards a plus', 'Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions', 'Mid-level expertise in developing and managing data technologies, technical operations, reusable data services, and related tools and technologies', 'Demonstrated ability to adequately plan and meet delivery objectives and maintain adequate service levels in a highly dynamic, complex environments', '8 hour shift', ""Bachelor's (Preferred)"", 'R Studio: 3 years (Preferred)', 'Python: 4 years (Required)', 'Remote interview process']",2021-01-05 09:02:24
Data & Analytics Engineer,Comcast,"3.7 out of 5 from 16,501 employee ratings","Philadelphia, PA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Creates technical documentation (internal) using understanding of internal business areas and processes as well as working knowledge of database design, data manipulation, ETL, implementation, information storage & retrieval and data flow & analysis.', 'Experience with T-SQL and SSIS required', 'Experience with Tableau preferred', 'Preemptively recognize and resolve technical issues utilizing knowledge of policies and processes.', 'Optimize data sources and processing rules to ensure appropriate data quality of all products utilizing trouble-shooting, design and development skills along with cross systems technical knowledge.', 'Solves critical issues and shares knowledge such as trends, aggregate, quantity volume regarding specific data sources.', 'Acts as a subject matter expert in one or more technical areas; such as data architecture, data engineering or data manipulation within big data systems like Hadoop and SQL.', 'Serves as a team leader within a work group or on cross-functional teams; accepts team lead stretch assignments, acts as a resource for colleagues with less experience. Presents to broader senior leadership team. Understands other business units and how they affect the team and work.', 'Acts as a liaison between business owners and technical associates to ensure the data collected and processed is both actionable and relevant to the end goals.', 'Determines appropriateness of data for storage and optimum storage organization. Determines how tables relate to each other and how fields interact within the tables to develop relational models.', 'Collaborates with technology and platform management partners to optimize data sourcing and processing rules to ensure appropriate data quality.', 'Consistent exercise of independent judgment and discretion in matters of significance.', 'Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) and overtime as necessary.', 'Other duties and responsibilities as assigned.', 'Understand our Operating Principles; make them the guidelines for how you do your job.', 'Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services.', 'Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences.', 'Win as a team - make big things happen by working together and being open to new ideas.', 'Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers.', 'Drive results and growth.', 'Respect and promote inclusion & diversity.', ""Do what's right for each other, our customers, investors and our communities."", 'This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications.']",2021-01-05 09:02:24
Data Engineer,The Washington Post,4 out of 5 from 206 employee ratings,"Washington, DC","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center']",2021-01-05 09:02:24
Data Engineer,"FYI-For Your Information, Inc.",N/A,"Washington, DC 20036","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Opportunity to work remotely (per contract requirements).', 'A knowledgeable, high-achieving, experienced, and fun team.', 'A diverse work atmosphere.', 'The chance to be part of a rapidly growing company and the next success story.', 'Team building and innovation.', 'A competitive base salary with a loaded benefits package plus 401K.', 'Personal computer device allowance.', 'Pet Insurance.', 'Oversee the buildout of the enterprise Data Warehouse/API strategy', 'Work with the analytics teams to prioritize data assets', 'Manage contractors and oversee solution delivery', 'Optimizing data ingest and ETL processes to ensure our products have maximum performance', 'Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.', 'Navigate conflicting priorities and provide recommendations to the CDO when necessary', ""Experience building and optimizing 'big data' data pipelines, architectures and data sets."", 'Build processes supporting data transformation, data structures, metadata, dependency and workload management.', 'Work with the Enterprise Architect to establish modeling standards, data quality standards, data integration patterns or transactional and analytical systems.', 'Prepare polished technical and non-technical status reports and presentations for senior management.', '12+ years of experience in data management or data architecture', 'Experience managing vendors/contractors', 'Experience with feature/product ownership', 'Experience with Agile Scrum methodology', 'Experience writing clear and effective proposals, policies, research summaries, etc.', 'Development experience with MuleSoft and Informatica preferred; MicroStrategy a plus', ""Bachelor's degree or equivalent coursework in data management/computer science""]",2021-01-05 09:02:24
Data Engineer,GTL,3.1 out of 5 from 76 employee ratings,"Falls Church, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Partner with internal business stakeholders to gather required information to perform data analysis', 'Assist in maintaining efficient operation of the reports, visualizations and ETL processes within the GTL back-office', 'Support proper data governance processes and policies; implement and/or validate data lineage, quality checks, classification, etc.', 'Analyze and improve efficiency, scalability, and stability of various system processes', 'Be passionate about solving customer problems and develop solutions that are customer focused', 'Prepare ad-hoc reports, extracts and visualizations as needed', 'Convert ad-hoc reports to automated managed reports using appropriate tools, development and QA processes', 'Identify data inconsistencies, provide workarounds, and report them to stakeholders', 'Troubleshoot data issues, validate result sets, and implement process improvements', 'Generate tracking and monitoring tools to validate data', 'Discuss database structure and application data with developers and DBAs or others in data engineering to obtain best results from data', 'Use acquired information to help build out a big data schema and infrastructure', 'Reading, writing and editing system, architecture, processes and other documentation in documentation tool.', 'Reading, responding to, and writing service tickets in ticketing system.', 'Reviewing and responding to system alerts in internal and external alerting and metrics systems.', '4 Year College Degree in Computer Science, Mathematics, Statistics or a similar quantitative field or comparable experience in lieu of degree', '2-5 years of experience conducting data analytics, financial analysis, ETL, data cleansing', 'Familiarity with Business Intelligence', 'Solid analytical and organizational skills, with ability to analyze processes', 'Proficiency in SQL', 'Experience with Python or equivalent scripting language', 'Familiarity with the command line (Windows CMD or Linux Shell)', 'Experience with scripting languages such as Bash and Perl', 'Proficiency in Excel', 'Experience in analyzing data using statistics', 'Must be accurate and detail oriented in a fast-faced environment with multiple responsibilities', 'Work quickly with a sense of urgency and flexibility to adapt changes resulting from a dynamic and growing environment', 'Ability to handle confidential information with diplomacy and tact', 'Ability to respond to after-hours issues based on escalation', 'Professional attitude and demeanor', 'Experience working with Business Intelligence software such as Business Objects, Looker and PowerBI', 'Experience with Microsoft SQL Server, Oracle and opensource databases such as MySQL and MariaDB', 'Experience with Snowflake, Apache Airflow, Spark and Hive']",2021-01-05 09:02:24
Data Integration Engineer,Veracity Consulting Group,N/A,"Glen Allen, VA 23060","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Build ETL solutions using MS Azure Analytics services', 'Maintain ETL frameworks and methodologies while adhering to best practices', 'Analyze performance metrics to ensure delivery deadlines and system stability', 'Collaborate with technical team to align design to business case and deliver solution on time', ""Bachelor's Degree in computer science, engineering management or other engineering or technical discipline is required (8 years of additional relevant experience may be substituted for education). Advanced Degree a plus."", '5+ years of experience building data pipelines for cloud solutions (Azure)', 'Competitive salary and with potential financial rewards and perks', 'Comprehensive medical, dental and vision plans', '401k Savings Plan with Company match', 'Employee Stock Purchase Plan', 'Open PTO policy (as long as you are in good standing)', 'Flexible work environment', 'Parental leave', 'Choice of company laptop and cell phone reimbursement', 'A supportive, approachable and encouraging leadership team who welcome ideas to make Veracity and our clients the best they can be; we are truly about are people!', 'A fun collaborative, roll up your sleeves environment with no politics (we are a flat organization)', 'Monthly and quarterly company team events and contests', 'Fully stocked kitchen with drinks and snacks galore!', 'And so much more!']",2021-01-05 09:02:24
