job_title,company,company_rating,location,job_text,date
Data Scientist,"Cybraics, Inc.",N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Bachelor's (Preferred)Machine Learning: 1 year (Preferred)Python: 1 year (Preferred)"", 'Familiarity with Big Data technologies such as Spark, Impala, Kafka, ELK', 'Strong understanding of statistical and machine learning models', 'Experience with programming languages like Scala and Python for data analysis', 'Practical data wrangling skills (SQL, Python, R)', 'Ability to take theory to practice rapidly', 'Experience with CI/CD tools such as Gitlab', 'Demonstrated experience applying data science techniques to real-world problems', 'US Citizen or Green Card holder', 'Experience in cyber security or cyber defense', 'MS/PhD in a data related field such as mathematics, computer science, engineering, or similar', '3 years of working experience in developing enterprise scale solutions', 'Streaming or near-real time analytic deployment experience', 'Experience with a large-scale data processing engine, such as Apache Spark', '401(k)', 'Dental insurance', 'Flexible schedule', 'Health insurance', 'Paid time off', 'Vision insurance', '8 hour shift', ""Bachelor's (Preferred)"", 'Machine Learning: 1 year (Preferred)', 'Python: 1 year (Preferred)', 'Multiple locations', 'www.cybraics.com', 'Remote interview process', 'Virtual meetings', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist,"Cybraics, Inc.",N/A,N/A,[],2021-01-28 14:11:55
Data Scientist,"Cybraics, Inc.",N/A,N/A,[],2021-01-28 14:11:55
Data Scientist,ForMotiv,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Data science: 1 year (Preferred)', 'Help build ForMotiv’s data science practice', 'Data mining using state-of-the-art methods', 'Data cleaning, coding and manipulation', 'Building and optimizing models using machine learning techniques', 'Storytelling with visualizations', 'Working on client projects to build specific models', 'Ad-hoc analysis and clearly articulating results', 'Assist with data infrastructure and technical projects', 'Bachelor’s degree in data science, mathematics, computer science, or a related field', 'Master’s degree is a plus but not required', '2+ years of prior Data Science experience preferred', 'Self-motivated, proactive, and willingness to learn', 'Experience with data science using R, R Markdown, Python and Jupyter', 'Experience with SQL and data manipulation', 'Exposure to NoSQL databases such as MongoDB is a plus but not required', 'Exposure to Insurance or Financial Services is a plus but not required', 'Sufficient scripting and programming skills', 'You’re comfortable in a fast-paced, unstructured environment', 'Eagerness to wear multiple hats and lend a hand to your teammates when called upon', 'Stock options with vested interest in growing the business', 'Competitive health benefits', 'Ground floor access to venture-backed technology start-up with global presence', 'The chance to create culture and join a winning team', 'Grow and advance in any number of potential roles including management', 'Curiosity: You look at each day as an opportunity to learn something new, not as an opportunity to prove what you already know.', 'Work ethic: You look at each day as an opportunity to get better for yourself and your team', 'Empathy: You care how others feel around you, and you have the capacity to understand their points of view.', 'Self Awareness: You know your strengths and weaknesses and you aren’t afraid to ask for help', 'Integrity: You have the judgment to do the right thing even when it’s not in your own self interest', 'Have total ownership and accountability over their role and functional area.', 'Have visibility into the rest of the company (and are expected to show their work and do the same).', 'Have a sense of urgency. We are building a once in a lifetime company at Formotiv, so we move fast every single day.', 'Monday to Friday', 'Data science: 1 year (Preferred)', 'Fully Remote', 'formotiv.com', 'Yes', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist,ERPI,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Bachelor's (Preferred)data science: 3 years (Preferred)Secret (Preferred)"", 'Designs, configures, develops, tests, and supports informatics and data science solutions for a wide array of technical use case', 'Applies analytical methodologies to diagnose data-related challenges, implement solutions, and evaluate performance', 'Documents and presents requirements, design alternatives, and findings to team members and clients', 'Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.', 'Experience with integrated development environments, data integration, data visualization, data mining, and analysis tools', 'DoD Secret or Top Secret Clearance Required (Interim ok)', 'Bachelors Degree in Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, or related', 'at least 3 years of data science experience (predictive modeling, data science and analysis)', 'Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory', 'Experience building Machine Learning models', 'Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility', 'Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models', 'Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations', 'Ability to be an innovative, resourceful, and collaborative problem solver', 'Strong organization, prioritization, team-work and communication skills', 'Ability to communicate thoughts, ideas, and solutions logically in written and oral situations', ""Master's degree preferred"", '8+ years of data science experience preferred', 'Publications or presentations in recognized ML journals or conferences', 'Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organization', 'Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment', '401(k)', 'Dental insurance', 'Health insurance', 'Paid time off', 'Vision insurance', ""Bachelor's (Preferred)"", 'data science: 3 years (Preferred)', 'Secret (Preferred)', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist,Pivotal Software,4 out of 5 from 33 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Working with clients to uncover and frame new opportunities for data science. Clients often come to us without a clear understanding of what we can do, so this is our chance to open their eyes to new possibilities for their businesses.', 'Exploring client datasets, looking for actionable insights we can present.', 'Engineering features, training models, tuning hyperparameters and evaluating the results. We emphasize rigor, because data science done right at this stage leads to models that shine in production.', 'Taking the models we build into production. This is an exciting stage for anyone who likes collaborating with engineering teams and seeing their model become real when users interact with it.', 'Helping our clients develop their internal data science practices, from hiring and recruiting to data capturing, so that they can be successful when we hand off the project.', ""Clear and empathetic communicator. You'll be the one sharing your insights with clients and stakeholders at check-ins, documenting your work, and even explaining your model to client data teams as part of a handoff. As such, communication and empathy are essential parts of your toolkit."", 'Advanced knowledge of statistical modeling and/or machine learning methods. These are the tools we need to go from analysis to prediction.', ""Strong programming skills. Left to our own devices most of us work in Python, but learning the client's tech stack is an important part of the job."", 'Strong exploratory data analysis skills. Every engagement starts with an investigation of the data, and thorough EDA saves us a lot of headaches in the long run.', 'Some travel is expected, depending on location and skillset. We mostly work out of the Pivotal office closest to the client, but sometimes we have to be on site for an extended period of time.', ""At least a bachelor's degree in an analytical or technical field. This could be applied mathematics, statistics, computer science, operations research, economics, etc. Higher education welcome and encouraged.This role will support US government clients that require US citizenship. Given this, US citizenship is required for you to apply."", '2+ years of work in a data-centric field (data science or data engineering).', 'Experience with relational databases.', 'Exposure and experience working in a Linux environment.', 'You have a specialization in an area like NLP, optimization, or image processing.', 'Hands-on experience working in a distributed computing environment or proven theoretical understanding of parallelism.', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist,Pivotal Software,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist,Virginia Dept of Transportation,3.8 out of 5 from 273 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist,Virginia Dept of Transportation,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist (Associate Level),ERM Group,3.3 out of 5 from 120 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Collecting data through means such as analyzing business results or by setting up and managing new studies', 'Transferring data into a new format to make it more appropriate for analysis', 'Creating new, experimental frameworks to collect data', 'Building tools to automate data collection', 'Searching through large data sets for usable information', 'Manipulate and analyze multi-dimensional and time series data', 'Creating reports and presentations for business uses', 'Correlating similar data to find actionable results', 'Automate remote sensing, geospatial, or climate science workflows', 'Develop cloud based tools to assist in workflow standardization and automation', 'Assist with the preparation of methodology sections for reports and proposals.', 'Work within, and guide others in working within quality/budget/schedule expectations and scope-specific assignments.', ""Complete work assignments in accordance with ERM's management system, format and quality standards, and guide others in doing likewise."", '1-3 years of professional experience.', 'A bachelors or masters in computer science, math, software engineering, statistics, data science or related technical field.', 'Knowledge of programming languages like SQL, Python, R, and Scala. Experience with additional languages such as HTML/CSS, JavaScript, and/or C++ would be preferred', 'Experience using cloud-based solutions such as MS Azure and/or ESRI Image Server', 'Experience optimizing scripts and APIs for efficiency and performance', 'Background using multi-dimensional or time series data', 'Experience in working with gridded data (e.g. NetCDF)', 'Familiarity with business intelligence tools (e.g., Tableau, PowerBI, etc.)', 'Strong mathematics skills (e.g., statistics, algebra)', 'Advanced ability to perform exploratory data analysis', 'Experience with common data science toolkits', 'Working knowledge of statistics', 'Analytical and problem-solving skills', 'Experience with machine learning and AI', 'Familiarity with data management tools', 'Exceptional technical writing skills', 'Ability to communicate complex data in a simple, actionable way', 'Ability to visualize data in the most effective way possible for a given project or study', 'Ability to work independently and with team members from different backgrounds', 'Excellent attention to detail.', 'Ability to multi-task, maintain flexibility, travel internationally, and work independently with minimal supervision.', 'Demonstrated attributes to become a strong senior consultant – team player, eagerness to learn and grow, self-starter who takes initiative, versatile, and service-oriented mentality.', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist (Associate Level),ERM Group,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist (Associate Level),ERM Group,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist for Healthcare Startup,Vytalize Health,3.9 out of 5 from 7 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Implement machine learning and deep learning algorithms, employing a wide array of ensemble methods and common deep learning architectures', 'Recommend, design, and develop actionable analytic solutions for key business problems through in-depth investigations of healthcare utilization trends and outcomes', 'Use industry leading database systems, clinical decision engines and algorithms to extract meaningful insights from structured and unstructured data by leveraging NLP/ML', 'Design and develop a machine learning platform to train, manage data, evaluate, deploy models and to make and monitor predictions', 'Maintain and update elements of the AI and machine learning code base', 'Suggest, implement, and test models and methods', 'Manage analytics across platforms for all internal and client use cases', 'Effectively communicate complex analysis to broader non-technical audience/stakeholders', 'Ensure the developed models or statistical tests are reusable and modular for effective transition of analytic solutions to production on the cloud', ""Bachelor's Degree in Computer Science, Statistics, Math, Engineering, or another quantitative field"", '0-2 years of experience in Machine Learning and/or quantitative analysis role', 'Experience in working with both structured and unstructured data to create reports, projections, models, and presentations to support business strategy and tactics', 'Ability to make decisions on moderately complex to complex issues regarding technical approach for project components', 'Knowledge of machine learning techniques, especially deep understanding for their benefits and drawbacks in real-world applications', 'Experience with numerical computing languages (e.g., R, Python, MATLAB and databaselanguages (e.g., SQL)', 'Experience with machine learning libraries and frameworks (e.g. PyTorch, TensorFlow, Keras, scikit-learn, etc.) and numerical computing libraries (e.g. NumPy, pandas, etc.)', 'Experience transforming and manipulating data sets', 'Excellent communication and presentation skills', 'Knowledge of practice management processes, healthcare quality data and programs, healthcare claims, clinical programs/interventions, health outcomes, population health and EMR systems', 'Experience with cloud computing stacks (AWS services preferred)', 'Software technologies and services: Git, GitHub, Docker, APIs, AWS, Azure', 'Working knowledge of Linux environment, Python, Java and/or SQL', 'Experience with ML techniques for NLP and time series analysis', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:11:55
Data Scientist for Healthcare Startup,Vytalize Health,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist for Healthcare Startup,Vytalize Health,N/A,N/A,[],2021-01-28 14:11:55
Data Scientist for Healthcare Startup,Vytalize Health,N/A,N/A,[],2021-01-28 14:13:34
Data Scientist (Associate Level),ERM Group,3.3 out of 5 from 120 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Collecting data through means such as analyzing business results or by setting up and managing new studies', 'Transferring data into a new format to make it more appropriate for analysis', 'Creating new, experimental frameworks to collect data', 'Building tools to automate data collection', 'Searching through large data sets for usable information', 'Manipulate and analyze multi-dimensional and time series data', 'Creating reports and presentations for business uses', 'Correlating similar data to find actionable results', 'Automate remote sensing, geospatial, or climate science workflows', 'Develop cloud based tools to assist in workflow standardization and automation', 'Assist with the preparation of methodology sections for reports and proposals.', 'Work within, and guide others in working within quality/budget/schedule expectations and scope-specific assignments.', ""Complete work assignments in accordance with ERM's management system, format and quality standards, and guide others in doing likewise."", '1-3 years of professional experience.', 'A bachelors or masters in computer science, math, software engineering, statistics, data science or related technical field.', 'Knowledge of programming languages like SQL, Python, R, and Scala. Experience with additional languages such as HTML/CSS, JavaScript, and/or C++ would be preferred', 'Experience using cloud-based solutions such as MS Azure and/or ESRI Image Server', 'Experience optimizing scripts and APIs for efficiency and performance', 'Background using multi-dimensional or time series data', 'Experience in working with gridded data (e.g. NetCDF)', 'Familiarity with business intelligence tools (e.g., Tableau, PowerBI, etc.)', 'Strong mathematics skills (e.g., statistics, algebra)', 'Advanced ability to perform exploratory data analysis', 'Experience with common data science toolkits', 'Working knowledge of statistics', 'Analytical and problem-solving skills', 'Experience with machine learning and AI', 'Familiarity with data management tools', 'Exceptional technical writing skills', 'Ability to communicate complex data in a simple, actionable way', 'Ability to visualize data in the most effective way possible for a given project or study', 'Ability to work independently and with team members from different backgrounds', 'Excellent attention to detail.', 'Ability to multi-task, maintain flexibility, travel internationally, and work independently with minimal supervision.', 'Demonstrated attributes to become a strong senior consultant – team player, eagerness to learn and grow, self-starter who takes initiative, versatile, and service-oriented mentality.', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:13:34
Data Scientist (Associate Level),ERM Group,N/A,N/A,[],2021-01-28 14:13:34
Data Scientist (Associate Level),ERM Group,N/A,N/A,[],2021-01-28 14:13:34
Data Scientist (Associate Level),ERM Group,N/A,N/A,[],2021-01-28 14:13:34
Data Scientist,"T. White Parker Associates, Inc.",N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Work with an integrated client team to define metrics, guidelines, and strategies for effective use of algorithms and data', 'Serve as a lead/advisory Data Scientist to identify, design, and build effective analytical solutions for challenging organizational problems', 'Create analytics and machine learning architectures, coding standards, statistical reporting, and data science methodologies', 'Establish links across existing data sources and find new, interesting mash-ups', 'Coordinate data resource requirements between the analytics and engineering teams', 'Work with product managers, engineers, and analytics team members to translate prototypes into production', 'Support expanding prototypes into broader production applications', 'Assist in the development of data management policies and procedures', 'Develop best practices for analytics instrumentation and experimentation', 'Conduct research and make recommendations on big data infrastructure, database technologies, analytics tools, services, protocols, and standards in support of procurement and development efforts', 'Drive the collection of new data and the refinement of existing data sources', 'Develop algorithms and predictive models to solve critical business problems', 'Develop tools and libraries that will help analytics team members more efficiently interface with large amounts of data', 'Analyze large, noisy datasets and identify meaningful patterns that provide actionable results', 'Develop and automate imputation algorithms', 'Create informative visualizations that intuitively communicate insights derived from complex analyses', 'Provide and apply quality assurance best practices for data science services across the organization', 'Develop, implement, and maintain change control and testing processes for model optimization, validation, and monitoring', 'Collaborate with database and disaster recovery administrators to ensure effective protection and integrity of data assets', 'Manage and/or provide guidance to junior members of the analytics team', 'B.S. in Data Science, Analytics, Mathematics, Statistics, Computer Science or related disciplines', 'Four to six years of relevant professional experience', 'Extensive experience solving analytical problems using quantitative approaches', 'Expertise in manipulating and analyzing complex, high-volume, high-dimensionality data from diverse sources', 'Strong proficiency in R and Python', 'Experience with RDBMS and non-relational/distributed databases', 'Experience with both supervised and unsupervised machine learning techniques', 'Experience in relevant software development', 'Strong ability to quickly deduce organizational goals and objectives', 'Strong ability to envision potential analytical solutions that further the achievement of organizational goals and objectives', 'Knowledge of applicable data privacy practices and laws', 'Uncompromising commitment to maximizing the impact of analytical solutions', 'Strong ability to think holistically and to “begin with the end in mind”', 'Creativity, curiosity, and aptitude for deducing analogical conditions and corresponding solutions across disparate fields', 'Intrepid innovativeness in envisioning potential solutions', 'A healthy dose of skepticism regarding the capabilities of Artificial Intelligence', 'Uncompromising commitment to analytical rigor, transparency of analytical solutions, ethical execution of Data Science and Analytics operations', 'Driven to stay informed about the field and relevant developments', 'A flexible analytical approach that can incorporate varied forms of analysis for diverse collections of problems', 'A strong passion for empirical research and for answering hard questions with data', 'Exceptional written and oral communication skills', 'Strong technical documentation skills', 'Exceptional interpersonal skills', 'Highly self-motivated and directed', 'Keen attention to detail', 'Ability to effectively prioritize and execute tasks in a high-pressure environment', 'Strong customer service orientation', 'Experience working in a team-oriented, collaborative environment', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 14:13:34
