job_title,company,company_rating,location,job_text,date
Software Tools Development Engineer,ADAPT Technology LLC.,N/A,"Saline, MI 48176","['Electronic Systems 2 (ES2) Department is looking for a passionate and highly-motivated Software Tools Development Engineer', 'The primary responsibility of this role is to develop software to help streamline vehicle design tasks and improve development efficiency and quality.', ""Reporting to the Senior Engineering Manager of ES2 Group 4, the person in this role will support the ES2 department's objective to design and develop new vehicle electrical architecture efficiently and of high quality."", 'Working alongside ES2 design engineers in creating proprietary tools to improve the way we design vehicle electrical systems.', 'Benchmark existing tool-sets to analyze merits and demerits and make proposals for adopting and or modifying for use.', 'Maintain and update existing software through best-practice software testing and version control practices.', 'Extensive experience coding in Python.', 'Data manipulation using pandas or similar.', 'Experience in version control system GIT.', 'Proficient in Microsoft Excel.', '4-year degree (or equivalent) in Engineering, Computer Science, or related field.', 'Experience working in a collaborative, fast-paced environment.', 'Dashboard creation using bokeh, Power BI or similar.', 'Experience in creating user interfaces.', 'Experience coding in VBA.', '401(k)', '401(k) Matching', 'Dental Insurance', 'Disability Insurance', 'Health Insurance', 'Life Insurance', 'Paid Time Off', 'Tuition Reimbursement', 'Vision Insurance', 'Monday to Friday', 'Overtime', 'version control system GIT: 1 year (Required)', 'coding in VBA: 1 year (Required)', 'creation using bokeh, power BI or similar: 1 year (Required)', 'creating user interfaces.: 1 year (Required)', 'Data manipulation using pandas or similar: 1 year (Required)', 'coding in Python: 1 year (Required)', 'Microsoft Excel: 1 year (Required)', 'working in a collaborative, fast-paced environment: 1 year (Required)', ""Bachelor's (Preferred)"", 'United States (Required)', 'One location', 'Waiting period may apply', 'Temporarily due to COVID-19']",2020-08-08 18:56:41
Data Visualization Specialist,Crunch.io,N/A,"Palo Alto, CA","['Able to design/develop industry-leading data visualizations based on an understanding of common and more fine-grained data visualization/representation challenges, data problems, and eventually; relating to the use cases of our current/prospective customers.', 'Understands the tradeoffs between graphics paradigms and speaking multiple visualization grammars, and how they relate to the data we have and that we’re trying to represent. (Recognizing that we have scales and what it means when these data oppose each other on different axis.)', 'In this role, you will lead data-driven decisionmaking with the team about which languages, frameworks, and libraries we should use to visualize customer data that is best matched to the twin challenges of exploratory data analysis and analytic presentation.', 'Cultivate your knowledge and ours, and help educate our team in your areas of expertise.', 'Bring a critical eye to our work, and patience to refine it with us until we meet your standards.', 'Deep domain expertise of data science, statistical analysis, and data visualization', 'Adept at interacting with JSON REST APIs with standard tools (e.g., Postman)', 'A generalist with working knowledge of data visualization libraries and packages used today: Python (SciPy/NumPy/pandas, Seaborn, Bokeh, etc.), R (ggplot2, grid), and JavaScript (D3.js, Vega, Plotly), etc.', 'Fluency with a Git/GitHub version control workflow (though not primarily a coding role, you’ll work closely with our team of developers)', 'Comfortable in a remote-first and internationally-distributed startup environment:Able to figure out what questions to ask and how to get answersFamiliarity with Slack, Zoom, Google Meet, and similarFlexible scheduling across time zones', 'Able to travel globally a few times a year for company retreats and design sessions (recent locations include Montréal, Punta Cana, and Warsaw)', 'You’re inspired by data visualization pioneers including Florence Nightingale and W.E.B. Du Bois; Cleveland, Tufte, the Wickhams, Heer, and Bostock', 'Interest in machine learning and statistical computing', 'Time zone / work hours amenable to working closely with US-based Product team']",2020-08-08 18:56:41
Data Scientist,New York State Office of the Attorney General,4.3 out of 5,"New York, NY 10005","['Exploring and analyzing data', 'Communicating findings through written reports and visualizations', 'Developing predictive modeling to detect anomalies', 'Developing or programming new databases or data tools', 'Performing other duties as requested', 'Advanced degree in computer science, mathematics, applied statistics, physics, engineering or similar', 'Experience with the following technologies:', 'Excellent oral, written, and presentation communication skills', 'Ability to communicate technical concepts and results to a non-technical audience', 'Highly organized, self-directed, and curious', 'Personable and positive, with a high level of integrity', 'Interest in public policy and social/economic justice']",2020-08-08 18:56:41
Data Visualization Engineer,Ace-stack LLC,N/A,"Seattle, WA",[],2020-08-08 18:56:41
Video Production Intern,Advance Team Partners,N/A,"Louisville, KY 40245","['Monday to Friday', 'Louisville, KY 40245 (Required)', ""Please share your portfolio/demo reel or links to videos you've worked on."", 'One location', 'https://advanceteampartners.com', 'https://www.facebook.com/AdvanceTeamPartners', 'No']",2020-08-08 18:56:41
Data Scientist,"CGI Group, Inc.",3.6 out of 5,"Baltimore, MD 21203","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', ""Bachelor's degree and 7+ years of experience OR Master's degree and 3+ years of experience"", 'Required: ***Strong Natural Language Processing (NLP) experience***', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, Apache Hawq).', 'Required: Experience in SAS (preferred), R or Python for complex data manipulation, statistical analysis, and machine learning.', 'Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Experience using peer-collaboration tools, e.g., Confluence.', 'Experience using GIT or other version control systems.', 'Data Analysis', 'Data Cleansing', 'Data Engineering', 'Data Modeling', 'Python', 'SAS', 'SQL']",2020-08-08 18:57:24
Data Scientist,"Culmen International, LLC",4.5 out of 5,"Arlington, VA","['Demonstrates a broad knowledge of the technical discipline and applies extensive expertise to perform research and analysis to aid understanding and decision support.', 'Applies and/or develops advanced technologies, scientific principles, theories, and concepts in related technical disciplines or in a specialty.', 'Applies state-of-the-art data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.', 'Processing, cleansing, and verifying the integrity of data used for analysis. Doing ad-hoc analysis and presenting results in a clear manner.', 'US Citizenship.', 'Current Secret security clearance.', ""Bachelor's degree in Computer Science, Math, or other relevant field with a minimum of 5 years of related experience (Master's degree equates to an additional 2 years of relevant work experience)."", 'Strong written and verbal communication skills.', 'Hands-on programming experience with a focus on statistical model building using an open source language such as: R, Python, Java, Scala. Preference is experience in more than one with excellence in at least one is highly desirable.', 'Data engineering experience with SQL programming, NoSQL (Neo4J).', 'Hands-on experience with data cleansing, data munging, metric development, and descriptive analytics.', 'Hands on modeling experience preferred, for example: mathematics, hyperparameter tuning, statistics, economics, predictive modeling, and prescriptive modeling.', 'Experience in data visualization and hands-on experience with a dashboarding software: Tableau, Qlik, RShiny, Python Bokeh, PowerBI, low coding platforms (Mendix, Appian, PowerApps), descriptive analytics preferred.', 'Experience ushering a project from inception to completion.']",2020-08-08 18:57:24
Data Visualization Engineer,Ace-stack LLC,N/A,"Seattle, WA",[],2020-08-08 18:57:24
Data Scientist,Joby Aviation,N/A,"San Carlos, CA","['Wrangle data from a multitude of formats and systems (TDMS, AVRO, PostgreSQL, AWS, etc).', 'Make sense of and “clean” data from a number of physical tests (the aircraft, reliability test equipment, subsystem tests, etc.).', 'Work closely with engineers to understand the test and clearly present on the results.', 'Work with the data engineering team to develop and maintain efficient data pipelines.', 'Develop tools to make processing and reporting on data as consistent and easy as possible.', 'Leverage statistics, numerical fitting methods, and a fundamental knowledge of powertrain systems to draw conclusions.', 'University degree in computer science, engineering, physics, or similar field.', 'Expert knowledge of python and data libraries (pandas, scipy, etc.).', 'Experience with data system architectures in relation to how to store, fetch, and manipulate data (SQL, custom APIs, etc).', 'Experience with data visualization tools (matplotlib, bokeh, plotly, etc.).', 'Experience with physical systems and an intuition around powertrain components and data.', 'Excellent communication skills.', 'Ability to support and work closely with a myriad of colleagues who are experts in aircraft design, systems engineering, test engineering, flight test operations, and machine learning.', 'Experience with Spark or other big data tools is a big plus.', 'Experience with anomaly detection.', 'Experience with streaming architectures (Kafka, Kinesis, etc.).', 'Experience with machine learning techniques and methodologies.']",2020-08-08 18:57:24
Video Production Intern,Advance Team Partners,N/A,"Louisville, KY 40245","['Monday to Friday', 'Louisville, KY 40245 (Required)', ""Please share your portfolio/demo reel or links to videos you've worked on."", 'One location', 'https://advanceteampartners.com', 'https://www.facebook.com/AdvanceTeamPartners', 'No']",2020-08-08 18:57:24
Rental Coordinator,Bokeh Rentals,N/A,"Los Angeles, CA 90016","['Monday to Friday', 'Commission Pay', 'www.bokehrentals.com', 'facebook.com/bokehrentals', 'No']",2020-08-08 18:57:24
QUANTITATIVE DEVELOPER,Noble Futures,N/A,"Miami, FL 33131","['Design and improve existing python tools that interact with C++ applications, databases, and wire protocols.', 'Write and optimize data analysis code and calculation intensive models.', 'Work closely with traders/ quants on developing web-based visualization tools for trading strategies.', 'A strong interest in finance and learning to develop trading strategies is a plus.', 'Provide python mentoring to team members and traders.', 'Masters/Ph.D. in technical field Math, Physics, Engineering, Computer Science, or equivalent', '3+ years of professional working experience in developing applications in Python or C++', 'Comfortable performing independent research and communicating results in a timely fashion', 'Experience working on Linux and Windows', 'Familiarity with installing and managing python modules', 'Strong background with Numpy, Pandas, Multiprocessing, Bokeh, Numba and Anaconda', 'Experience with deploying and upgrading python applications', 'Financial or trading industry experience a plus']",2020-08-08 18:57:24
"Sr Director, Forecasting Sciences",Neiman Marcus,3.7 out of 5,"Dallas, TX","['Working with business leaders to develop a clear understanding of leading indicators and NMG business drivers;', 'Understanding advanced forecasting tools and methodologies;', 'Developing new approaches to better forecast the business;', 'Leveraging the latest applied techniques – e.g., machine learning where relevant;', 'Collaborating with the business units to help implement the tools and techniques;', 'Developing forecasts, both short-term and long-term, to feed into strategic and operational planning processes;', 'Developing mechanisms to audit the forecast quality and develop best practices for scientific research.', 'Influencing, collaborating effectively with other engineering, science, and business leaders.', 'Working collaboratively with engineering and business partners to deploy forecasting algorithms and models for business insights and planning;', 'Leading a team of talented scientists {Principal (2) and Senior (2)};', 'Communicating scientific solutions and insights effectively to a senior leadership and business audiences – storytelling;', 'Expertise in time series and temporal machine learning techniques, including ARIMA, exponential smoothing, ARCH (Autoregressive Conditional Heteroskedasticity) /GARCH (Generalized Autoregressive Conditional Heteroskedasticity ), and testing for seasonality, lags and multicollinearity.', 'Proficiency in R (e.g. ggplot2, forecast, tidyverse, caret, tseries, prophet) &/or Python (e.g. pandas, scikit-learn, bokeh, nltk);', 'Experience in cloud databases, Hadoop, and distributed computing frameworks.', 'Experience in software development environment and day-in-the-life code skills management & versioning (e.g. git);', 'Strong SQL expertise;', 'Knowledge of feature engineering and selection techniques (binning, PCA, t-sne, transformations, etc.);', 'Deep knowledge in fundamental machine learning techniques for forecasting (spanning multi- and univariate techniques);', 'Strong ability to translate strategy into action, action into solutions;', 'Effective communication skills with an innate ability to communicate complex issues in a simple way;', 'Solutions oriented leader - able to develop rapport and credibility with multi-disciplinary NMG partners.']",2020-08-08 18:57:24
"Software Engineer / Data Scientist, Fleet Analytics",Tesla,3.5 out of 5,"Palo Alto, CA","['Work with stakeholders to take a vague problem statement, refine the scope of the analysis, and use the results to drive informed decisions', 'Write reproducible data analysis over petabytes of data using cutting-edge open source technologies', 'Understand and apply reliability concepts in your data analysis', 'Summarize and clearly communicate data analysis assumptions and results', 'Build data pipelines to promote your ad-hoc data analyses into production dashboards that engineers can rely on', 'Design and implement metrics, applications and tools that will enable engineers by allowing them to self-serve their data insights', 'Work with engineers to drive usage of your applications and tools', 'Write clean and tested code that can be maintained and extended by other software engineers', 'Operate and support your production applications', 'Keep up to date on relevant technologies and frameworks, and propose new ones that the team could leverage', 'Identify trends, invent new ways of looking at data, and get creative in order to drive improvements in both existing and future products', 'Give talks, contribute to open source projects, and advance data science on a global scale', 'Strong proficiency in Python, SQL', 'Strong foundation in statistics', 'Experience building data visualizations', 'Experience writing software in a professional environment', 'Strong verbal and written communication skills', 'Strong problem-solving skills to help refine problem statements and figure out how to solve them with the available data', 'Smart but humble, with a bias for action', 'Experience with data science tools such as Pandas, Numpy, R, Matlab, Octave', 'Experience building data pipelines', 'Experience building web applications', 'Experience building machine learning models in a professional environment', 'Experience with continuous integration and continuous development', 'Experience in devops, i.e. Linux, Ansible, Docker, Kubernetes', 'Understanding of reliability concepts (Weibull, Lognormal, Exponential, etc.), life data (or survival) analysis, and reliability modeling', 'Understanding of distributed computing, i.e. how HDFS, Spark and Presto work', 'Proficient in Scala']",2020-08-08 18:57:24
DSI Instructor Lead,Adecco Group,3.5 out of 5,Remote,"['Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists', 'Contribute your own expertise to a deep and broad global curriculum maintained by a team of talented data science instructors across multiple industries', 'Facilitate a supportive and energetic community that lasts well beyond the course', 'Hone your own leadership skills by working with an instructional team and classroom community', 'Must Haves:', 'Nice to haves:', 'Plan and implement a 12-week curriculum in conjunction with baseline materials and your instructional team.', 'Deliver instruction 5 days a week, including teaching, advising, and content development.', 'Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.', 'Collaborate alongside GA staff in order to best meet the needs and learning styles of your students.', 'Guide students through the development of real world projects that will showcase their abilities to hiring managers.', 'Facilitate a dynamic and collaborative classroom community.', 'Inspire students to persevere through the challenges of learning complex subjects.', 'Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.', 'Directing Others', 'Approachability', 'Technical Skills', 'Motivating Others', 'Presentation Skills', 'Time Management', 'Planning', 'Managing Diversity']",2020-08-08 18:57:24
Data Scientist,CompuGain,4.1 out of 5,"Woodlawn, MD","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', ""Master's degree and 3+ years of experience OR Bachelor's degree and 7+ years of experience OR PhD with 1+ years of experience"", 'Required: Machine Learning, Predictive Modeling and Python experience', 'Preferred: Strong Natural Language Processing (NLP)', 'Preferred: Experience in R and/or SAS for complex data manipulation, statistical analysis, and machine learning.', 'Experience with Forecasting, Time Series Analysis, statistical modeling, etc.', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, SQL Server, Oracle).', 'Preferred but not Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience using peer-collaboration tools, e.g., Confluence. (Preferred)', 'Experience using GIT or other version control systems']",2020-08-08 18:57:24
Data Scientist,CompGain LLC,N/A,"Woodlawn, MD","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', 'Required: Machine Learning, Predictive Modeling and Python experience', 'Preferred: Strong Natural Language Processing (NLP)', 'Preferred: Experience in SAS (preferred) and/or R for complex data manipulation, statistical analysis, and machine learning.', 'Experience with Forecasting, Time Series Analysis, statistical modeling, etc.', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, SQL Server, Oracle).', 'Preferred but not Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience using peer-collaboration tools, e.g., Confluence. (Preferred)', 'Experience using GIT or other version control systems.', 'Temporarily due to COVID-19']",2020-08-08 18:57:24
Software Tools Development Engineer,Tata Technologies,3.7 out of 5,"Saline, MI","['The primary responsibility of this role is to develop software to help streamline vehicle design tasks and improve development efficiency and quality.', ""Reporting to the Senior Engineering Manager of Electronic Systems Department Group 4, the person in this role will support the Electronic Systems department's objective to design and develop new vehicle electrical architecture efficiently and of high quality"", 'Working alongside Electronic Systems Department’s design engineers in creating proprietary tools to improve the way we design vehicle electrical systems.', 'Benchmark existing tool-sets to analyse merits and demerits and make proposals for adopting and or modifying for use.', 'Maintain and update existing software through best-practice software testing and version control practices', 'Extensive experience coding in Python.', 'Data manipulation using pandas or similar.', 'Experience in version control system GIT.', 'Proficient in Microsoft Excel.', 'Experience working in a collaborative, fast-paced environment.', 'Dashboard creation using bokeh, power BI or similar.', 'Experience in creating user interfaces.', 'Experience coding in VBA.', '401(k)', '401(k) Matching', 'Dental Insurance', 'Health Insurance', 'Life Insurance', 'Paid Time Off', 'Vision Insurance', 'Monday to Friday', 'VBA coding: 2 years (Preferred)', 'python coding: 2 years (Preferred)', ""Bachelor's (Preferred)"", 'Likely', 'Yes', 'One location', 'No']",2020-08-08 18:57:56
